OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,Join_Count_12,TARGET_FID_12,Join_Count_12_13,TARGET_FID_12_13,样点编号,用途,乡镇名称,样点地价,最近路距,Id,面积,评价,作用分,级别,区域,名称,功能分,规划用途,开发程度,等级,Id_1,规划用途_1,面积_1,开发程度_1,折现年份,设定功能分,贴现系数,折现分数,等级_1,分类,主要区域,作用半径,OBJECTID_1,服务半径,ET_ID,容积率,用地类型,ET_Gaps,Id_12,道路名称,道路类型,长度,交通量预测,住宅道路类,商业道路类,工业道路类,住宅功能分,商业功能分,工业功能分,等级_12,作用半径_1,功能分_1,按城镇类型,按商业分,按住宅分,按工业分,商业指数,住宅指数,工业指数,道路服务水,道路长度,道路宽度,人行道宽,Id_12_13,作用分_1,作用半径_12,名称_1,级别_1,站点名称,功能分_12,作用分值,医院名称,等级_12_13,序号,医院名称_1,位置,所在区域（,占地面积（,建筑面积（,开办性质,等级_12_13_14,医院类型,医护人员数,有职称人员,科室数,病床数,年均门诊人,年均住院数,学校名称,办学类型_1,城乡类型,坐落,班级数_1,学生人数_1,教职工数,占地面积_1,教室（间_1,银行名称,窗口数,POINT_X,POINT_Y,TBBH,DLBM,DLMC,QSXZ,ZLDWDM,ZLDWMC,TBMJ,TBDLMJ,XZDWKD,CZCSXM,SJNF,BZ,SHAPE_Leng,xzdm,RuleID,分类_1,用途_1,区片,级别价,控规用途,容积率_1,距商服范围,距市场距离,距车站距离,距银行距离,距学校距离,距医疗距离,距文娱距离,商服评价,市场评价,车站评价,银行评价,学校评价,医疗评价,文娱评价,编号,级别价评估,区片价评估,测算容积率,评估用途,面积_公顷
580,4,580,1,580,0,580,0,580,HZ008,住宅用地,横州镇,3965,4.209903863,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,46402.61,现状,0,60,1,30,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629257.94,2510855.86,531,0701,城镇住宅用地,20,4501271000090000000,横州,54743.71331,54721.1,0,202,2019, ,1095.335889,450127100,18,建设用地,住宅用地,J202,1911,城镇住宅用地,1.5-2.5,250,0,300,100,100,200,250,较优,优,较优,优,优,优,较优,B4173,1700,1911,2.5,城镇住宅用地,5.18271316
581,5,581,1,581,0,581,0,581,HZ009,住宅用地,横州镇,3683,25.4697724,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,20477.94,现状,0,60,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630726.55,2511503.227,214,0701,城镇住宅用地,20,4501271000090000000,横州,24300.16802,24289.93,0,202,2019,102030,621.7723496,450127100,18,建设用地,住宅用地,J204,1546,城镇住宅用地,1.5-2.5,10,150,850,50,300,450,850,优,优,劣,优,优,较优,劣,B4426,1700,1546,2.5,城镇住宅用地,2.4300168
582,5,582,1,582,0,582,0,582,HZ010,住宅用地,横州镇,3888,17.42565348,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,39093.83,现状,0,60,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630774.99,2511365.75,237,0701,城镇住宅用地,20,4501271000090000000,横州,20170.52971,20162.01,0,202,2019, ,606.1613654,450127100,18,建设用地,住宅用地,J204,1546,城镇住宅用地,1.5-2.5,250,300,750,250,100,200,850,较优,较优,较劣,较优,优,优,劣,B4370,1700,1546,2.5,城镇住宅用地,2.01705297
583,5,583,1,583,0,583,0,583,HZ011,住宅用地,横州镇,3673,23.89048569,0,1968564.48,,100,1,,茉莉花西段片区,95,居住用地,现状,1,0,居住用地,35098.57,现状,0,60,1,30,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36628989.64,2510637.237,483,0701,城镇住宅用地,20,4501271000090000000,横州,33549.75845,33535.97,0,202,2019,102041,1185.186457,450127100,18,建设用地,住宅用地,J202,1911, , ,400,50,300,250,10,10,600,优,优,优,优,优,优,较优,B4082,1700,1911,0,城镇住宅用地,3.35497584
584,5,584,1,584,0,584,0,584,HZ012,住宅用地,横州镇,2484,16.76924364,0,5209509.81,,100,2,,大竹片区,72,居住用地,现状,1,0,居住用地,7812.69,现状,0,60,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36631075.2,2510949.804,744,0701,城镇住宅用地,20,4501271000090000000,横州,15707.35742,15700.7,0,202,2019, ,828.2011098,450127100,18,建设用地,住宅用地,J203,1628,城镇住宅用地,1.5-2.5,550,450,650,50,300,300,1000,一般,较优,较劣,优,优,较优,劣,B4210,1700,1628,2.5,城镇住宅用地,1.57073574
585,5,585,1,585,0,585,0,585,HZ013,住宅用地,横州镇,3181,38.98216591,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,99046.95,现状,0,70,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630356.1,2510135.465,670,0701,城镇住宅用地,20,4501271000090000000,横州,82330.2738,82295.7,0,202,2019, ,1684.279932,450127100,18,建设用地,住宅用地,J203,1628,城镇住宅用地,1.5-2.5,300,150,1000,50,250,400,675,较优,优,劣,优,优,较优,较劣,B3878,1700,1628,2.5,城镇住宅用地,7.40122684
586,4,586,1,586,0,586,0,586,HZ014,住宅用地,横州镇,3484,9.970343278,0,5209509.81,,100,2,,大竹片区,72,公共绿地,规划5年,0,0,公共绿地,74015.36,规划5年,5,60,0.742,37.1,0,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630533.67,2509650.631,952,0508,物流仓储用地,20,4501271000090000000,横州,5008.322936,5006.22,0,202,2019, ,361.9355221,450127100,14,建设用地,工矿仓储用地,G203,360,城镇住宅用地,3.5-4.5,650,350,1300,50,150,750,1050,较劣,较优,劣,优,优,一般,劣,B3784,1700,1628,4.5,城镇住宅用地,0.50083229
587,5,587,1,587,0,587,0,587,HZ015,住宅用地,横州镇,4088,14.58237246,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,128592.8,现状,0,80,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630261.88,2510754.429,658,0701,城镇住宅用地,20,4501271000090000000,横州,39906.74014,39890,0,202,2019, ,922.3353223,450127100,18,建设用地,住宅用地,J104,2243,城镇住宅用地,1.5-2.5,150,450,950,200,150,350,350,优,较优,劣,较优,优,较优,较优,B4077,2460,2243,2.5,城镇住宅用地,3.99067401
588,4,588,1,588,0,588,0,588,HZ016,住宅用地,横州镇,4276,5.657405025,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,106558.47,现状,0,70,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630628.77,2510367.021,674,0701,城镇住宅用地,20,4501271000090000000,横州,109539.5093,109493.43,0,202,2019, ,1754.670397,450127100,18,建设用地,住宅用地,J203,1628,城镇住宅用地,1.5-2.5,300,50,1000,50,250,100,675,较优,优,劣,优,优,优,较劣,B3964,1700,1628,2.5,城镇住宅用地,10.95395093
589,3,589,1,589,0,589,0,589,HZ017,住宅用地,横州镇,2766,19.25832295,0,38777087,,100,1,,好,50,,,2,,,,,,,,,,大气环境三类质量区,主要那阳工业集中区,,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36637022.75,2514695.068,1331,0701,城镇住宅用地,20,4501271002130000000,北村村委会,5514.358757,5511.8,0,202,2019,102045,341.5975725,450127100,18,建设用地,住宅用地,J305,980, , ,50,4880,6300,6240,5780,7320,8000,优,劣,劣,劣,劣,较优,优,B5074,1190,980,0,城镇住宅用地,0.55143588
590,4,590,1,590,0,590,0,590,HZ018,住宅用地,横州镇,3970,25.59896469,0,5209509.81,,100,2,,大竹片区,72,居住用地,现状,1,0,居住用地,88115.81,现状,0,60,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36631458.4,2511543.372,319,0701,城镇住宅用地,20,4501271000090000000,横州,77876.28717,77843.16,0,202,2019,102030,1567.32499,450127100,18,建设用地,住宅用地,J302,1366,城镇住宅用地,1.5-2.5,450,150,100,10,550,700,1300,较优,优,优,优,较优,较优,一般,B4471,1190,1366,2.5,城镇住宅用地,7.78762872
591,5,591,1,591,0,591,0,591,HZ019,住宅用地,横州镇,3856,24.75112106,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,88115.81,现状,0,60,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36631281.84,2511456.41,319,0701,城镇住宅用地,20,4501271000090000000,横州,77876.28717,77843.16,0,202,2019,102030,1567.32499,450127100,18,建设用地,住宅用地,J302,1366,城镇住宅用地,1.5-2.5,450,150,100,10,550,700,1300,较优,优,优,优,较优,较优,一般,B4471,1190,1366,2.5,城镇住宅用地,7.78762872
592,4,592,1,592,0,592,0,592,HZ020,住宅用地,横州镇,3227,11.57083285,0,1968564.48,,100,1,,茉莉花西段片区,95,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629033.58,2510795.606,480,08H2,科教文卫用地,20,4501271000090000000,横州,10217.41416,10213.21,0,202,2019,102030,427.8238654,450127100,24,建设用地,公共管理与公共服务用地,一级,890, , ,0,0,0,0,0,0,0, , , , , , , ,B4108,890,0,0,科教文卫用地,1.02174142
593,5,593,1,593,0,593,0,593,HZ021,住宅用地,横州镇,3320,38.67915174,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,72349.4,现状,0,70,1,30,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36628982.65,2510082.559,484,0701,城镇住宅用地,20,4501271000090000000,横州,36751.27,36736.17,0,202,2019, ,1364.805814,450127100,18,建设用地,住宅用地,J205,1438,城镇住宅用地,1.5-2.5,450,550,250,450,450,450,300,一般,一般,较优,一般,较优,较优,较优,B3919,1700,1438,2.5,城镇住宅用地,3.675127
594,5,594,1,594,0,594,0,594,HZ022,住宅用地,横州镇,2599,43.14041243,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,88115.81,现状,0,60,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36631148.66,2511504.449,319,0701,城镇住宅用地,20,4501271000090000000,横州,77876.28717,77843.16,0,202,2019,102030,1567.32499,450127100,18,建设用地,住宅用地,J302,1366,城镇住宅用地,1.5-2.5,450,150,100,10,550,700,1300,较优,优,优,优,较优,较优,一般,B4471,1190,1366,2.5,城镇住宅用地,7.78762872
595,5,595,1,595,0,595,0,595,HZ023,住宅用地,横州镇,3814,27.71086795,0,8927544.76,,100,2,,茉莉花北段片区,86,居住用地,现状,1,0,居住用地,84672.78,现状,0,70,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629787.79,2511572.501,1325,0701,城镇住宅用地,20,4501271000090000000,横州,133824.7347,133768.93,0,202,2020,102041,3073.733008,450127100,18,建设用地,住宅用地,J201,2040, , ,450,450,920,150,380,550,200,优,优,优,优,较优,优,优,B7672,1700,2040,0,城镇住宅用地,12.30893718
596,5,596,1,596,0,596,0,596,HZ024,住宅用地,横州镇,3609,11.79871552,0,1968564.48,,100,1,,茉莉花西段片区,95,居住用地,现状,1,0,居住用地,52555.55,现状,0,60,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36628582.75,2511025.099,413,0701,城镇住宅用地,20,4501271000090000000,横州,3101.561642,3100.3,0,202,2019,102044,323.0351742,450127100,18,建设用地,住宅用地,J301,1403, , ,1050,700,1000,880,100,480,1200,较优,优,优,较优,优,优,优,B4202,1190,1404,0,城镇住宅用地,0.31015616
597,4,597,1,597,0,597,0,597,HZ025,住宅用地,横州镇,4387,24.62238951,0,3693166.9,,100,1,,旧城片区,100,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630339.7,2510222.617,674,0701,城镇住宅用地,20,4501271000090000000,横州,109539.5093,109493.43,0,202,2019, ,1754.670397,450127100,18,建设用地,住宅用地,J203,1628,城镇住宅用地,1.5-2.5,300,50,1000,50,250,100,675,较优,优,劣,优,优,优,较劣,B3964,1700,1628,2.5,城镇住宅用地,10.95395093
598,5,598,1,598,0,598,0,598,HZ026,住宅用地,横州镇,2610,30.56389152,0,1775275.41,,100,3,,候塘新区,50,居住用地,现状,1,0,居住用地,43762.39,现状,0,60,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36632144.16,2512220.606,123,0701,城镇住宅用地,20,4501271002110000000,曹村村委会,54122.77771,54099.45,0,202,2019, ,1147.152762,450127100,18,建设用地,住宅用地,J304,1142,城镇住宅用地,≤2.0,1450,350,900,850,1400,1925,2550,较劣,优,较优,劣,较劣,劣,劣,B4666,1190,1143,2,城镇住宅用地,3.32950932
599,5,599,1,599,0,599,0,599,HZ027,住宅用地,横州镇,3696,17.25722879,0,3693166.9,,100,1,,旧城片区,100,仓储用地,现状,4,0,仓储用地,7915.73,现状,0,100,1,100,4,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630501.67,2511498.906,182,0701,城镇住宅用地,20,4501271000090000000,横州,5861.646058,5859.18,0,202,2019,102030,323.2618584,450127100,18,建设用地,住宅用地,J204,1546,城镇住宅用地,1.5-2.5,10,200,1050,50,350,550,850,优,优,劣,优,较优,一般,劣,B4428,1700,1546,2.5,城镇住宅用地,0.58616461
600,5,600,1,600,0,600,0,600,HZ028,住宅用地,横州镇,3462,72.75304354,0,3693166.9,,100,1,,旧城片区,100,商业金融用地,现状,2,0,商业金融用地,72364.26,现状,0,60,1,60,2,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629632.8,2510484.008,575,0701,城镇住宅用地,20,4501271000090000000,横州,44353.92578,44335.51,0,202,2019,102030,1387.229571,450127100,18,建设用地,住宅用地,J102,2558,城镇住宅用地,1.5-2.5,10,200,350,50,100,50,100,优,优,较优,优,优,优,优,B4046,2460,2558,2.5,城镇住宅用地,2.01984799
601,5,601,1,601,0,601,0,601,HZ029,住宅用地,横州镇,4075,49.41204192,0,8927544.76,,100,2,,茉莉花北段片区,86,居住用地,现状,1,0,居住用地,39294.88,现状,0,60,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630513.94,2512110.483,179,0701,城镇住宅用地,20,4501271000090000000,横州,26392.12593,26381.03,0,202,2019, ,765.6578321,450127100,18,建设用地,住宅用地,J304,1142,城镇住宅用地,3.0-4.0,150,350,1200,100,450,1100,1300,优,优,一般,优,较优,一般,一般,B4629,1190,1143,4,城镇住宅用地,2.08104213
602,5,602,1,602,0,602,0,602,HZ030,住宅用地,横州镇,3654,27.11119145,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,46402.61,现状,0,60,1,30,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36629428.24,2510825.759,531,0701,城镇住宅用地,20,4501271000090000000,横州,54743.71331,54721.1,0,202,2019, ,1095.335889,450127100,18,建设用地,住宅用地,J202,1911,城镇住宅用地,1.5-2.5,250,0,300,100,100,200,250,较优,优,较优,优,优,优,较优,B4173,1700,1911,2.5,城镇住宅用地,5.18271316
603,4,603,1,603,0,603,0,603,HZ031,住宅用地,横州镇,3418,0,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,16064.06,现状,0,60,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36631029.57,2511468.818,305,1004,城镇村道路用地,10,4501271000090000000,横州,5075.534103,5073.38,17.8,202,2019, ,606.8014276,450127100,28,不核价值类,交通运输用地, ,0, , ,0,0,0,0,0,0,0, , , , , , , ,B908,0,0,0,城镇村道路用地,0.50755341
604,4,604,1,604,0,604,0,604,HZ032,住宅用地,横州镇,4730,9.659495504,0,3890690.55,,100,3,,蒙垌片区,50,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36628882.53,2510620.358,475,0701,城镇住宅用地,20,4501271000090000000,横州,13369.32998,13363.84,0,202,2019, ,562.6754658,450127100,18,建设用地,住宅用地,J205,1438,城镇住宅用地,1.0-1.5,450,250,300,250,200,150,550,一般,优,较优,较优,优,优,一般,B4030,1700,1438,1.5,城镇住宅用地,1.336933
605,4,605,1,605,0,605,0,605,HZ033,住宅用地,横州镇,2695,7.924249665,0,8927544.76,,100,2,,茉莉花北段片区,86,物流用地,现状,4,0,物流用地,115354.37,现状,0,90,1,90,4,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630238.9,2512879.176,992,0701,城镇住宅用地,20,4501271002070000000,新桥村委会,10178.17965,10173.92,0,202,2019, ,633.7891282,450127100,18,建设用地,住宅用地,J304,1142,城镇住宅用地,3.0-4.0,950,1150,1800,50,450,1850,1950,一般,一般,较劣,优,较优,劣,较劣,B4787,1190,1143,4,城镇住宅用地,1.01781796
606,1,606,1,606,0,606,0,606,HZ034,住宅用地,横州镇,2020,18.59268177,0,38777087,,100,1,,好,,,,,,,,,,,,,,,,,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36636530.44,2514518.271,1569,0701,城镇住宅用地,20,4501271002130000000,北村村委会,3627.306693,3625.64,0,202,2019,102045,344.7014396,450127100,18,建设用地,住宅用地,J305,980, , ,150,4400,5810,5770,5280,6860,7530,优,劣,劣,劣,劣,优,优,B5026,1190,980,0,城镇住宅用地,0.36273067
607,5,607,1,607,0,607,0,607,HZ035,住宅用地,横州镇,3336,0.648942622,0,1775275.41,,100,3,,候塘新区,50,党政机关用地,现状,1,0,党政机关用地,11482.26,现状,0,70,1,70,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630999.09,2511884.812,268,08H1,机关团体新闻出版用地,20,4501271000090000000,横州,14835.56773,14829.29,0,202,2019,102030,635.5080669,450127100,23,建设用地,公共管理与公共服务用地,二级,660,机关团体新闻出版用地,2.0-3.0,200,0,0,0,0,0,0,优, , , , , , ,B4568,660,0,3,机关团体新闻出版用地,1.48355677
608,5,608,1,608,0,608,0,608,HZ036,住宅用地,横州镇,3714,41.27358477,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,106558.47,现状,0,70,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630417.43,2510213.917,674,0701,城镇住宅用地,20,4501271000090000000,横州,109539.5093,109493.43,0,202,2019, ,1754.670397,450127100,18,建设用地,住宅用地,J203,1628,城镇住宅用地,1.5-2.5,300,50,1000,50,250,100,675,较优,优,劣,优,优,优,较劣,B3964,1700,1628,2.5,城镇住宅用地,10.95395093
609,4,609,1,609,0,609,0,609,HZ037,住宅用地,横州镇,3793,11.74787874,0,3890690.55,,100,3,,蒙垌片区,50,,,1,,,,,,,,,,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36628996.06,2510582.328,475,0701,城镇住宅用地,20,4501271000090000000,横州,13369.32998,13363.84,0,202,2019, ,562.6754658,450127100,18,建设用地,住宅用地,J205,1438,城镇住宅用地,1.0-1.5,450,250,300,250,200,150,550,一般,优,较优,较优,优,优,一般,B4030,1700,1438,1.5,城镇住宅用地,1.336933
610,5,610,1,610,0,610,0,610,HZ038,住宅用地,横州镇,3971,17.50704314,0,5209509.81,,100,2,,大竹片区,72,居住用地,现状,1,0,居住用地,8317.04,现状,0,60,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630813.98,2510374.568,714,0701,城镇住宅用地,20,4501271000090000000,横州,7889.745473,7886.41,0,202,2019, ,377.7158981,450127100,18,建设用地,住宅用地,J302,1366,城镇住宅用地,1.5-2.5,750,0,1300,250,750,100,1050,较优,优,一般,较优,一般,优,一般,B3953,1190,1366,2.5,城镇住宅用地,0.78897455
611,5,611,1,611,0,611,0,611,HZ039,住宅用地,横州镇,3776,7.080348851,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,32187.16,现状,0,60,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630654.29,2511403.113,204,0701,城镇住宅用地,20,4501271000090000000,横州,39773.90177,39757.15,0,202,2019, ,1008.78754,450127100,18,建设用地,住宅用地,J204,1546,城镇住宅用地,1.5-2.5,50,300,850,100,100,300,700,优,较优,劣,优,优,较优,较劣,B4382,1700,1546,2.5,城镇住宅用地,3.435976
612,5,612,1,612,0,612,0,612,HZ040,住宅用地,横州镇,3274,36.8587504,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,106558.47,现状,0,70,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630429.64,2510407.092,674,0701,城镇住宅用地,20,4501271000090000000,横州,109539.5093,109493.43,0,202,2019, ,1754.670397,450127100,18,建设用地,住宅用地,J203,1628,城镇住宅用地,1.5-2.5,300,50,1000,50,250,100,675,较优,优,劣,优,优,优,较劣,B3964,1700,1628,2.5,城镇住宅用地,10.95395093
613,5,613,1,613,0,613,0,613,HZ041,住宅用地,横州镇,4031,35.94031767,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,128592.8,现状,0,80,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630187.24,2510833.205,646,0701,城镇住宅用地,20,4501271000090000000,横州,15992.81328,15986.12,0,202,2019, ,665.253122,450127100,18,建设用地,住宅用地,J104,2243,城镇住宅用地,1.5-2.5,250,650,950,350,100,350,200,较优,一般,劣,一般,优,较优,优,B4140,2460,2243,2.5,城镇住宅用地,1.59928133
614,5,614,1,614,0,614,0,614,HZ042,住宅用地,横州镇,3447,28.28259907,0,3693166.9,,100,1,,旧城片区,100,居住用地,现状,1,0,居住用地,99046.95,现状,0,70,1,60,1,大气环境二类质量区,主要城区中心、大竹、候塘、建政、江南半岛、蒙垌、茉,,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36630433.33,2510119.045,670,0701,城镇住宅用地,20,4501271000090000000,横州,82330.2738,82295.7,0,202,2019, ,1684.279932,450127100,18,建设用地,住宅用地,J203,1628,城镇住宅用地,1.5-2.5,300,150,1000,50,250,400,675,较优,优,劣,优,优,较优,较劣,B3878,1700,1628,2.5,城镇住宅用地,7.40122684
